,"(('Pumpspeicherkraftwerk', 'None'), 'storage_content')","(('Pumpspeicherkraftwerk', 'Strom'), 'flow')","(('Strom', 'Pumpspeicherkraftwerk'), 'flow')"
2030-01-01 00:00:00,"1152,0","0,0","0,0"
2030-01-01 01:00:00,"1152,0","0,0","0,0"
2030-01-01 02:00:00,"1152,0","0,0","0,0"
2030-01-01 03:00:00,"1152,0","0,0","0,0"
2030-01-01 04:00:00,"1152,0","0,0","0,0"
2030-01-01 05:00:00,"1152,0","0,0","0,0"
2030-01-01 06:00:00,"1069,7564528834437","65,79483769324506","0,0"
2030-01-01 07:00:00,"1069,7564528834437","0,0","0,0"
2030-01-01 08:00:00,"1069,7564528834437","0,0","0,0"
2030-01-01 09:00:00,"1069,7564528834437","0,0","0,0"
2030-01-01 10:00:00,"1069,7564528834437","0,0","0,0"
2030-01-01 11:00:00,"1069,7564528834437","0,0","0,0"
2030-01-01 12:00:00,"1069,7564528834437","0,0","0,0"
2030-01-01 13:00:00,"1069,7564528834437","0,0","0,0"
2030-01-01 14:00:00,"1107,6835784259397","0,0","37,927125542496015"
2030-01-01 15:00:00,"1107,6835784259397","0,0","0,0"
2030-01-01 16:00:00,"1107,6835784259397","0,0","0,0"
2030-01-01 17:00:00,"1107,6835784259397","0,0","0,0"
2030-01-01 18:00:00,"1107,6835784259397","0,0","0,0"
2030-01-01 19:00:00,"747,6835784259397","288,0","0,0"
2030-01-01 20:00:00,"747,6835784259397","0,0","0,0"
2030-01-01 21:00:00,"566,1326008282824","145,24078207812585","0,0"
2030-01-01 22:00:00,"387,6341978317489","142,79872239722675","0,0"
2030-01-01 23:00:00,"229,3046705365491","126,66362183615983","0,0"
2030-01-02 00:00:00,"229,3046705365491","0,0","0,0"
2030-01-02 01:00:00,"517,3046705365491","0,0","288,0"
2030-01-02 02:00:00,"805,3046705365491","0,0","288,0"
2030-01-02 03:00:00,"1093,304670536549","0,0","288,0"
2030-01-02 04:00:00,"1381,304670536549","0,0","288,0"
2030-01-02 05:00:00,"1669,304670536549","0,0","288,0"
2030-01-02 06:00:00,"1957,304670536549","0,0","288,0"
2030-01-02 07:00:00,"2175,217469574025","0,0","217,91279903747602"
2030-01-02 08:00:00,"2304,0","0,0","128,78253042597515"
2030-01-02 09:00:00,"2304,0","0,0","0,0"
2030-01-02 10:00:00,"2304,0","0,0","0,0"
2030-01-02 11:00:00,"2304,0","0,0","0,0"
2030-01-02 12:00:00,"2304,0","0,0","0,0"
2030-01-02 13:00:00,"2304,0","0,0","0,0"
2030-01-02 14:00:00,"2304,0","0,0","0,0"
2030-01-02 15:00:00,"2304,0","0,0","0,0"
2030-01-02 16:00:00,"2304,0","0,0","0,0"
2030-01-02 17:00:00,"2304,0","0,0","0,0"
2030-01-02 18:00:00,"2304,0","0,0","0,0"
2030-01-02 19:00:00,"2022,0304551534107","225,5756358772714","0,0"
2030-01-02 20:00:00,"1703,4508969607218","254,863646554151","0,0"
2030-01-02 21:00:00,"1703,4508969607218","0,0","0,0"
2030-01-02 22:00:00,"1703,4508969607218","0,0","0,0"
2030-01-02 23:00:00,"1703,4508969607218","0,0","0,0"
2030-01-03 00:00:00,"1703,4508969607218","0,0","0,0"
2030-01-03 01:00:00,"1728,0","0,0","24,54910303927818"
2030-01-03 02:00:00,"2016,0","0,0","288,0"
2030-01-03 03:00:00,"2304,0","0,0","288,0"
2030-01-03 04:00:00,"2304,0","0,0","0,0"
2030-01-03 05:00:00,"2304,0","0,0","0,0"
2030-01-03 06:00:00,"2304,0","0,0","0,0"
2030-01-03 07:00:00,"2304,0","0,0","0,0"
