,"(('Batterie', 'Strom'), 'flow')","(('Biogas', 'Strom'), 'flow')","(('Biomasse_Strom', 'Strom'), 'flow')","(('GuD', 'Strom'), 'flow')","(('Import_Strom', 'Strom'), 'flow')","(('PV_Aufdach_Erfurt', 'Strom'), 'flow')","(('PV_Aufdach_Gera', 'Strom'), 'flow')","(('PV_Aufdach_Hildburghausen', 'Strom'), 'flow')","(('PV_Aufdach_Nordhausen', 'Strom'), 'flow')","(('PV_Freifeld_Erfurt', 'Strom'), 'flow')","(('PV_Freifeld_Gera', 'Strom'), 'flow')","(('PV_Freifeld_Hildburghausen', 'Strom'), 'flow')","(('PV_Freifeld_Nordhausen', 'Strom'), 'flow')","(('Pumpspeicherkraftwerk', 'Strom'), 'flow')","(('Strom', 'Batterie'), 'flow')","(('Strom', 'Elektrodenheizkessel'), 'flow')","(('Strom', 'Elektrolyse'), 'flow')","(('Strom', 'Export_Strom'), 'flow')","(('Strom', 'Last_Strom_ges'), 'flow')","(('Strom', 'Pumpspeicherkraftwerk'), 'flow')","(('Strom', 'Waermepumpe_Abwaerme'), 'flow')","(('Strom', 'Waermepumpe_Fluss'), 'flow')","(('Strom', 'excess_b_el2'), 'flow')","(('Wasserkraft', 'Strom'), 'flow')","(('Wind_Erfurt', 'Strom'), 'flow')","(('Wind_Gera', 'Strom'), 'flow')","(('Wind_Hildburghausen', 'Strom'), 'flow')","(('Wind_Nordhausen', 'Strom'), 'flow')","(('brezel', 'Strom'), 'flow')"
2030-01-01 00:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","920,5866653827727","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1138,5253136748108","0,0","0,0","0,0","0,0","24,8","17,573788999999998","62,198955000000005","58,9869","41,352052500000006","0,0"
2030-01-01 01:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","904,6622657721002","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1085,4479850641383","0,0","0,0","0,0","0,0","24,8","19,89484","47,857355000000005","34,820100000000004","40,386472499999996","0,0"
2030-01-01 02:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","930,5973809943714","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1026,8690680864095","0,0","0,0","0,0","0,0","24,8","4,0507303","22,078419999999998","17,637075","14,67851","0,0"
2030-01-01 03:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","2075,243545859516","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1250,0","0,0","366,6666666666667","0,0","995,9243751515545","0,0","0,0","0,0","0,0","24,8","17,76202","48,662705","34,076475","32,3526775","0,0"
2030-01-01 04:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","2072,2044316053625","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1250,0","0,0","366,6666666666667","0,0","1000,5557883974004","0,0","0,0","0,0","0,0","24,8","19,89484","38,995775","34,820100000000004","46,81369","0,0"
2030-01-01 05:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","900,3937941785161","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1110,1633559705542","0,0","0,0","0,0","0,0","24,8","19,89484","70,41398","34,820100000000004","46,81369","0,0"
2030-01-01 06:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","1012,4318539436297","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1174,8874532356676","0,0","0,0","0,0","0,0","24,8","19,89484","42,218085","31,2345","31,281222500000002","0,0"
2030-01-01 07:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","929,5654006698028","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1208,108339961841","0,0","0,0","0,0","0,0","24,8","47,47964","70,41398","63,049275","59,7730925","0,0"
2030-01-01 08:00:00,"1025,9307124453596","120,8075091324201","0,0","258,8861093262847","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1309,8638592373977","0,0","0,0","0,0","0,0","24,8","40,38459","84,337435","60,1497","61,23447","0,0"
2030-01-01 09:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","167,48529961966756","0,0","0,0","0,0","0,0","121,23718928249099","2,1903683467279826","33,29816179322553","20,367697586509294","0,0","0,0","0,0","366,6666666666667","0,0","1449,3939234206596","0,0","0,0","0,0","0,0","24,8","236,29038","317,32155","243,41625","269,960075","0,0"
2030-01-01 10:00:00,"434,41985701732347","120,8075091324201","0,0","258,8861093262847","0,0","0,0","0,0","0,0","0,0","76,47374940073814","1,3178307461259409","74,8325752553218","49,09008235977591","0,0","0,0","0,0","366,6666666666667","0,0","1565,9029815713234","0,0","0,0","0,0","0,0","24,8","188,24166","270,44289999999995","191,81699999999998","241,44037500000002","0,0"
2030-01-01 11:00:00,"526,0028525686234","120,8075091324201","0,0","258,8861093262847","0,0","0,0","0,0","0,0","0,0","239,70157788474157","3,6861298191430873","117,63177681351944","83,71499732504127","0,0","0,0","0,0","366,6666666666667","0,0","1636,7239212031068","0,0","0,0","0,0","0,0","24,8","138,7276","158,056535","141,345","190,0305","0,0"
2030-01-01 12:00:00,"70,31286701935959","120,8075091324201","0,0","258,8861093262847","0,0","0,0","0,0","0,0","0,0","377,0102552289556","7,817751405762347","111,31950730997586","76,42080164299306","0,0","0,0","0,0","366,6666666666667","0,0","1654,4395543990845","0,0","0,0","0,0","0,0","24,8","219,92892","281,7269","222,41024999999996","249,66535","0,0"
2030-01-01 13:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","0,0","0,0","0,0","0,0","0,0","350,08796719885066","6,492847990988045","75,17751746334946","66,3034249103504","0,0","277,27212974472076","0,0","366,6666666666667","0,0","1574,1270296108555","0,0","0,0","0,0","0,0","24,8","299,36969999999997","399,03954999999996","303,687","313,4142","0,0"
2030-01-01 14:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","199,37811665422754","0,0","0,0","0,0","0,0","595,3371887004664","9,938006203337654","42,55886588443403","69,41591441127686","0,0","595,852531686774","0,0","366,6666666666667","0,0","1432,6503369590064","0,0","0,0","0,0","0,0","24,8","267,77919999999995","303,15285","228,7755","274,34027499999996","0,0"
2030-01-01 15:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","347,76768113001515","0,0","0,0","0,0","0,0","97,3942348922265","1,6875870996263826","13,405327365934706","32,222914973447914","0,0","1250,0","0,0","366,6666666666667","0,0","1333,0013472532887","0,0","0,0","0,0","0,0","24,8","522,1309","584,9662000000001","449,433","496,16655000000003","0,0"
2030-01-01 16:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","0,0","0,0","0,0","0,0","0,0","0,20070031579146108","0,0029316600155622763","0,11589712383004205","0,07726882747095039","0,0","34,82300078572672","0,0","366,6666666666667","0,0","1315,3841739334193","0,0","0,0","0,0","0,0","24,8","307,7255","375,5297","288,207","340,521225","0,0"
2030-01-01 17:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","51,18531905486775","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1411,9192208469058","0,0","0,0","0,0","0,0","24,8","291,0057","418,83205000000004","299,655","313,4142","0,0"
2030-01-01 18:00:00,"654,533232071158","120,8075091324201","0,0","258,8861093262847","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1552,5480438631962","0,0","0,0","0,0","0,0","24,8","188,24166","285,831","173,46375","212,65145","0,0"
2030-01-01 19:00:00,"864,918514616325","120,8075091324201","0,0","258,8861093262847","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1658,679566408363","0,0","0,0","0,0","0,0","24,8","138,7276","285,831","141,345","190,0305","0,0"
2030-01-01 20:00:00,"708,3448483008985","120,8075091324201","0,0","258,8861093262847","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1565,7277200929366","0,0","0,0","0,0","0,0","24,8","217,94862","272,49494999999996","141,12675","187,9856","0,0"
2030-01-01 21:00:00,"1035,4527167569336","120,8075091324201","0,0","258,8861093262847","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1419,1271585489717","0,0","0,0","0,0","0,0","24,8","81,58426000000001","117,8996","64,57005","81,79357999999999","0,0"
2030-01-01 22:00:00,"1122,2372951995173","120,8075091324201","0,0","258,8861093262847","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1309,0762744915555","0,0","0,0","0,0","0,0","24,8","20,185119999999998","64,77471","23,665725000000002","40,386472499999996","0,0"
2030-01-01 23:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","1059,5455641603087","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1164,9421859523466","0,0","0,0","0,0","0,0","24,8","19,89484","22,078419999999998","10,9179","14,67851","0,0"
2030-01-02 00:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","1007,9488212270066","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1150,2273330190446","0,0","0,0","0,0","0,0","24,8","23,669709999999995","38,18997","19,34415","23,24773","0,0"
2030-01-02 01:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","458,490389631229","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1095,231163923267","0,0","0,0","0,0","0,0","24,8","143,19701","199,774575","124,32600000000001","131,6162375","0,0"
2030-01-02 02:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","2356,4460916623016","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1250,0","1484,7450106643532","366,6666666666667","0,0","1035,3031827899863","288,0","0,0","0,0","0,0","24,8","463,054","492,02335000000005","317,80125","390,89655","0,0"
2030-01-02 03:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","2319,828887745305","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1250,0","1484,7450106643532","366,6666666666667","0,0","1019,0054288729899","288,0","0,0","0,0","0,0","24,8","454,18569999999994","471,41639999999995","333,93375000000003","424,55875","0,0"
2030-01-02 04:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","1692,9153350328938","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1250,0","1484,7450106643532","366,6666666666667","0,0","1023,5329761605786","288,0","0,0","0,0","0,0","24,8","645,2416000000001","641,0312999999999","479,00925","550,2535499999999","0,0"
2030-01-02 05:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","404,9353808976317","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","929,8089952354721","0,0","366,6666666666667","0,0","1150,7351874541978","0,0","0,0","0,0","0,0","24,8","454,18569999999994","477,12210000000005","346,97700000000003","359,49705","0,0"
2030-01-02 06:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","320,1910047645278","0,0","366,6666666666667","0,0","1181,6092970275104","288,0","0,0","0,0","0,0","24,8","533,902","500,94135","335,94975","381,18025","0,0"
2030-01-02 07:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","479,15241104490406","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1207,571600336942","0,0","0,0","0,0","0,0","24,8","194,5614","215,98031","120,33022500000001","159,72030249999997","0,0"
2030-01-02 08:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","705,5201332219788","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1306,423305014017","0,0","0,0","0,0","0,0","24,8","138,7276","186,92037000000002","104,38875","133,0395","0,0"
2030-01-02 09:00:00,"0,0","120,8075091324201","0,0","258,8861093262847","518,9565120197411","0,0","0,0","0,0","0,0","20,279216984000104","0,46821498239000864","21,792221089313756","13,394037298638462","0,0","0,0","0,0","0,0","0,0","1450,5501208327883","0,0","0,0","0,0","0,0","24,8","138,7276","153,9538","76,131","102,3539","0,0"
2030-01-02 10:00:00,"471,4913085053791","120,8075091324201","0,0","258,8861093262847","0,0","0,0","0,0","0,0","0,0","49,42600847790344","0,9928075105723961","54,95344341950275","36,13676847202684","0,0","0,0","0,0","0,0","0,0","1561,2404473440893","0,0","0,0","0,0","0,0","24,8","138,7276","180,32924","98,955225","125,7344275","0,0"
2030-01-02 11:00:00,"635,8777952722259","120,8075091324201","0,0","258,8861093262847","0,0","0,0","0,0","0,0","0,0","61,256508013230516","1,1748143047517015","75,34955630895722","55,36710626803775","0,0","0,0","0,0","0,0","0,0","1629,965426125908","0,0","0,0","0,0","0,0","24,8","87,37141000000001","142,81494500000002","71,31127500000001","94,9483975","0,0"
2030-01-02 12:00:00,"272,81493662900135","120,8075091324201","0,0","258,8861093262847","0,0","0,0","0,0","0,0","0,0","73,78575098597086","1,3773223387004918","59,88378279890547","60,76880628468659","0,0","0,0","0,0","0,0","0,0","1646,6870474959696","0,0","0,0","0,0","0,0","24,8","204,00206000000003","239,67216","156,47624999999996","173,41236","0,0"
