,"(('BioHolz', 'BioTransformer'), 'flow')","(('BioHolz', 'Biomasse_Strom'), 'flow')","(('BioHolz', 'Biomasse_Waerme'), 'flow')","(('Import_Holz', 'BioHolz'), 'flow')"
2030-01-01 00:00:00,"712,3741443809056","0,0","0,0","712,3741443809056"
2030-01-01 01:00:00,"732,7183756918139","0,0","0,0","732,7183756918139"
2030-01-01 02:00:00,"757,2736935588332","0,0","0,0","757,2736935588332"
2030-01-01 03:00:00,"768,8492951222361","0,0","0,0","768,8492951222361"
2030-01-01 04:00:00,"868,2523283359512","0,0","0,0","868,2523283359512"
2030-01-01 05:00:00,"1056,6661097920362","0,0","0,0","1056,6661097920362"
2030-01-01 06:00:00,"1229,322709603676","0,0","0,0","1229,322709603676"
2030-01-01 07:00:00,"1303,3172223612376","0,0","0,0","1303,3172223612376"
2030-01-01 08:00:00,"1286,6190354481903","0,0","0,0","1286,6190354481903"
2030-01-01 09:00:00,"1233,1458680753556","0,0","0,0","1233,1458680753556"
2030-01-01 10:00:00,"1231,0905893100014","0,0","0,0","1231,0905893100014"
2030-01-01 11:00:00,"1186,9515470710776","0,0","0,0","1186,9515470710776"
2030-01-01 12:00:00,"1145,0737292164124","0,0","0,0","1145,0737292164124"
2030-01-01 13:00:00,"1123,1730129395894","0,0","0,0","1123,1730129395894"
2030-01-01 14:00:00,"1088,3378311056638","0,0","0,0","1088,3378311056638"
2030-01-01 15:00:00,"999,0393087024895","0,0","0,0","999,0393087024895"
2030-01-01 16:00:00,"1037,427807699257","0,0","0,0","1037,427807699257"
2030-01-01 17:00:00,"1025,6856840181642","0,0","0,0","1025,6856840181642"
2030-01-01 18:00:00,"975,6525328968091","0,0","0,0","975,6525328968091"
2030-01-01 19:00:00,"970,1024026521765","0,0","0,0","970,1024026521765"
2030-01-01 20:00:00,"975,0794687372255","0,0","0,0","975,0794687372255"
2030-01-01 21:00:00,"935,5015258865892","0,0","0,0","935,5015258865892"
2030-01-01 22:00:00,"841,469103694224","0,0","0,0","841,469103694224"
2030-01-01 23:00:00,"757,34309759759","0,0","0,0","757,34309759759"
2030-01-02 00:00:00,"773,3096636174876","0,0","0,0","773,3096636174876"
2030-01-02 01:00:00,"782,2031670397229","0,0","0,0","782,2031670397229"
2030-01-02 02:00:00,"798,7057712565638","0,0","0,0","798,7057712565638"
2030-01-02 03:00:00,"895,4822968801782","0,0","0,0","895,4822968801782"
2030-01-02 04:00:00,"992,5612504415442","0,0","0,0","992,5612504415442"
2030-01-02 05:00:00,"1279,3664763998008","0,0","0,0","1279,3664763998008"
2030-01-02 06:00:00,"1253,7132711570796","0,0","0,0","1253,7132711570796"
2030-01-02 07:00:00,"1285,9751998203094","0,0","0,0","1285,9751998203094"
2030-01-02 08:00:00,"1252,0258636973592","0,0","0,0","1252,0258636973592"
2030-01-02 09:00:00,"1225,72342004848","0,0","0,0","1225,72342004848"
2030-01-02 10:00:00,"1190,0166858739524","0,0","0,0","1190,0166858739524"
2030-01-02 11:00:00,"1133,9811935760865","0,0","0,0","1133,9811935760865"
2030-01-02 12:00:00,"1086,3980226190563","0,0","0,0","1086,3980226190563"
2030-01-02 13:00:00,"1063,9722729175621","0,0","0,0","1063,9722729175621"
2030-01-02 14:00:00,"1020,0894498915272","0,0","0,0","1020,0894498915272"
2030-01-02 15:00:00,"1039,887387688609","0,0","0,0","1039,887387688609"
2030-01-02 16:00:00,"1059,6774263822865","0,0","0,0","1059,6774263822865"
2030-01-02 17:00:00,"1117,8734180691242","0,0","0,0","1117,8734180691242"
2030-01-02 18:00:00,"1125,1265278371852","0,0","0,0","1125,1265278371852"
2030-01-02 19:00:00,"1100,306249746239","0,0","0,0","1100,306249746239"
2030-01-02 20:00:00,"1058,402829262992","0,0","0,0","1058,402829262992"
2030-01-02 21:00:00,"1051,7998660608862","0,0","0,0","1051,7998660608862"
2030-01-02 22:00:00,"997,5864550009144","0,0","0,0","997,5864550009144"
2030-01-02 23:00:00,"896,6831578679357","0,0","0,0","896,6831578679357"
2030-01-03 00:00:00,"969,3844297671889","0,0","0,0","969,3844297671889"
2030-01-03 01:00:00,"976,7113936160106","0,0","0,0","976,7113936160106"
2030-01-03 02:00:00,"990,6155082216665","0,0","0,0","990,6155082216665"
2030-01-03 03:00:00,"1043,3716564420176","0,0","0,0","1043,3716564420176"
2030-01-03 04:00:00,"1190,5736232807183","0,0","0,0","1190,5736232807183"
2030-01-03 05:00:00,"1571,9282874892513","0,0","0,0","1571,9282874892513"
2030-01-03 06:00:00,"1830,8087875798258","0,0","0,0","1830,8087875798258"
2030-01-03 07:00:00,"1954,999615918708","0,0","0,0","1954,999615918708"
2030-01-03 08:00:00,"1985,1910119012884","0,0","0,0","1985,1910119012884"
2030-01-03 09:00:00,"1963,3595401852517","0,0","0,0","1963,3595401852517"
2030-01-03 10:00:00,"1900,4907589264244","0,0","0,0","1900,4907589264244"
2030-01-03 11:00:00,"1859,594097023818","0,0","0,0","1859,594097023818"
2030-01-03 12:00:00,"1796,4249903882817","0,0","0,0","1796,4249903882817"
2030-01-03 13:00:00,"1714,0873143118665","0,0","0,0","1714,0873143118665"
2030-01-03 14:00:00,"1718,723132101246","0,0","0,0","1718,723132101246"
2030-01-03 15:00:00,"1666,9538266511256","0,0","0,0","1666,9538266511256"
2030-01-03 16:00:00,"1637,2839523272612","0,0","0,0","1637,2839523272612"
2030-01-03 17:00:00,"1620,8629824186958","0,0","0,0","1620,8629824186958"
2030-01-03 18:00:00,"1557,4998556137014","0,0","0,0","1557,4998556137014"
2030-01-03 19:00:00,"1450,7055498610337","0,0","0,0","1450,7055498610337"
2030-01-03 20:00:00,"1335,7063455982145","0,0","0,0","1335,7063455982145"
2030-01-03 21:00:00,"1242,5214346032396","0,0","0,0","1242,5214346032396"
2030-01-03 22:00:00,"1144,9271590963679","0,0","0,0","1144,9271590963679"
2030-01-03 23:00:00,"1012,2912109806232","0,0","0,0","1012,2912109806232"
2030-01-04 00:00:00,"1101,6080464094655","0,0","0,0","1101,6080464094655"
2030-01-04 01:00:00,"1091,76314282833","0,0","0,0","1091,76314282833"
2030-01-04 02:00:00,"1111,310941913244","0,0","0,0","1111,310941913244"
2030-01-04 03:00:00,"1154,769246905698","0,0","0,0","1154,769246905698"
2030-01-04 04:00:00,"1298,289175723817","0,0","0,0","1298,289175723817"
2030-01-04 05:00:00,"1727,4996991020714","0,0","0,0","1727,4996991020714"
2030-01-04 06:00:00,"1933,3361792275596","0,0","0,0","1933,3361792275596"
2030-01-04 07:00:00,"1971,7768918394497","0,0","0,0","1971,7768918394497"
2030-01-04 08:00:00,"2025,9127885067944","0,0","0,0","2025,9127885067944"
2030-01-04 09:00:00,"2008,3771623056662","0,0","0,0","2008,3771623056662"
2030-01-04 10:00:00,"1961,2025443896136","0,0","0,0","1961,2025443896136"
2030-01-04 11:00:00,"1956,7390922579623","0,0","0,0","1956,7390922579623"
2030-01-04 12:00:00,"1887,4673290402288","0,0","0,0","1887,4673290402288"
2030-01-04 13:00:00,"1787,860554762676","0,0","0,0","1787,860554762676"
2030-01-04 14:00:00,"1771,6548051320221","0,0","0,0","1771,6548051320221"
2030-01-04 15:00:00,"1747,229131453237","0,0","0,0","1747,229131453237"
2030-01-04 16:00:00,"1686,2476261172787","0,0","0,0","1686,2476261172787"
2030-01-04 17:00:00,"1689,9336527714197","0,0","0,0","1689,9336527714197"
2030-01-04 18:00:00,"1645,4822737155218","0,0","0,0","1645,4822737155218"
2030-01-04 19:00:00,"1574,8307044674748","0,0","0,0","1574,8307044674748"
2030-01-04 20:00:00,"1465,5925772918424","0,0","0,0","1465,5925772918424"
2030-01-04 21:00:00,"1418,9690006052326","0,0","0,0","1418,9690006052326"
2030-01-04 22:00:00,"1321,0710543423074","0,0","0,0","1321,0710543423074"
2030-01-04 23:00:00,"1140,7567771634158","0,0","0,0","1140,7567771634158"
2030-01-05 00:00:00,"1141,3162625507525","0,0","0,0","1141,3162625507525"
2030-01-05 01:00:00,"1131,5547090696869","0,0","0,0","1131,5547090696869"
2030-01-05 02:00:00,"1152,0599454838477","0,0","0,0","1152,0599454838477"
2030-01-05 03:00:00,"1196,9583600940634","0,0","0,0","1196,9583600940634"
2030-01-05 04:00:00,"1343,7073936654986","0,0","0,0","1343,7073936654986"
2030-01-05 05:00:00,"1786,8768372634497","0,0","0,0","1786,8768372634497"
2030-01-05 06:00:00,"2000,826762595739","0,0","0,0","2000,826762595739"
2030-01-05 07:00:00,"2042,5435538430659","0,0","0,0","2042,5435538430659"
2030-01-05 08:00:00,"2099,4400304441047","0,0","0,0","2099,4400304441047"
2030-01-05 09:00:00,"2081,209504123138","0,0","0,0","2081,209504123138"
2030-01-05 10:00:00,"2032,4220396961744","0,0","0,0","2032,4220396961744"
2030-01-05 11:00:00,"2027,6473310574945","0,0","0,0","2027,6473310574945"
2030-01-05 12:00:00,"1954,986501486401","0,0","0,0","1954,986501486401"
2030-01-05 13:00:00,"1850,1736390331819","0,0","0,0","1850,1736390331819"
2030-01-05 14:00:00,"1833,3312202922154","0,0","0,0","1833,3312202922154"
2030-01-05 15:00:00,"1808,7264939884922","0,0","0,0","1808,7264939884922"
2030-01-05 16:00:00,"1744,6880691888723","0,0","0,0","1744,6880691888723"
2030-01-05 17:00:00,"1749,6023285829936","0,0","0,0","1749,6023285829936"
2030-01-05 18:00:00,"1704,6128948515432","0,0","0,0","1704,6128948515432"
2030-01-05 19:00:00,"1630,9751312503909","0,0","0,0","1630,9751312503909"
