,"(('Batterie', 'Strom'), 'flow')","(('Biogas', 'Strom'), 'flow')","(('Biomasse_Strom', 'Strom'), 'flow')","(('GuD', 'Strom'), 'flow')","(('Import_Strom', 'Strom'), 'flow')","(('PV_Aufdach_Erfurt', 'Strom'), 'flow')","(('PV_Aufdach_Gera', 'Strom'), 'flow')","(('PV_Aufdach_Hildburghausen', 'Strom'), 'flow')","(('PV_Aufdach_Nordhausen', 'Strom'), 'flow')","(('PV_Freifeld_Erfurt', 'Strom'), 'flow')","(('PV_Freifeld_Gera', 'Strom'), 'flow')","(('PV_Freifeld_Hildburghausen', 'Strom'), 'flow')","(('PV_Freifeld_Nordhausen', 'Strom'), 'flow')","(('Pumpspeicherkraftwerk', 'Strom'), 'flow')","(('Strom', 'Batterie'), 'flow')","(('Strom', 'Elektrodenheizkessel'), 'flow')","(('Strom', 'Elektrolyse'), 'flow')","(('Strom', 'Export_Strom'), 'flow')","(('Strom', 'Last_Strom_ges'), 'flow')","(('Strom', 'Pumpspeicherkraftwerk'), 'flow')","(('Strom', 'Waermepumpe_Abwaerme'), 'flow')","(('Strom', 'Waermepumpe_Fluss'), 'flow')","(('Strom', 'excess_b_el2'), 'flow')","(('Wasserkraft', 'Strom'), 'flow')","(('Wind_Erfurt', 'Strom'), 'flow')","(('Wind_Gera', 'Strom'), 'flow')","(('Wind_Hildburghausen', 'Strom'), 'flow')","(('Wind_Nordhausen', 'Strom'), 'flow')","(('brezel', 'Strom'), 'flow')"
2030-01-01 00:00:00,"0,0","120,8075091324201","0,0","338,50729143915106","840,9654832699064","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1138,5253136748108","0,0","0,0","0,0","0,0","24,8","17,573788999999998","62,198955000000005","58,9869","41,352052500000006","0,0"
2030-01-01 01:00:00,"0,0","120,8075091324201","0,0","338,50729143915106","825,0410836592339","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1085,4479850641383","0,0","0,0","0,0","0,0","24,8","19,89484","47,857355000000005","34,820100000000004","40,386472499999996","0,0"
2030-01-01 02:00:00,"0,0","120,8075091324201","0,0","338,50729143915106","850,9761988815051","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1026,8690680864095","0,0","0,0","0,0","0,0","24,8","4,0507303","22,078419999999998","17,637075","14,67851","0,0"
2030-01-01 03:00:00,"0,0","120,8075091324201","0,0","338,50729143915106","745,6223637466501","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","995,9243751515545","0,0","0,0","0,0","0,0","24,8","17,76202","48,662705","34,076475","32,3526775","0,0"
2030-01-01 04:00:00,"0,0","120,8075091324201","0,0","338,50729143915106","742,583249492496","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1000,5557883974004","0,0","0,0","0,0","0,0","24,8","19,89484","38,995775","34,820100000000004","46,81369","0,0"
2030-01-01 05:00:00,"0,0","120,8075091324201","0,0","338,50729143915106","820,77261206565","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1110,1633559705542","0,0","0,0","0,0","0,0","24,8","19,89484","70,41398","34,820100000000004","46,81369","0,0"
2030-01-01 06:00:00,"0,0","120,8075091324201","0,0","338,50729143915106","932,8106718307633","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1174,8874532356676","0,0","0,0","0,0","0,0","24,8","19,89484","42,218085","31,2345","31,281222500000002","0,0"
2030-01-01 07:00:00,"0,0","120,8075091324201","0,0","338,50729143915106","849,9442185569364","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1208,108339961841","0,0","0,0","0,0","0,0","24,8","47,47964","70,41398","63,049275","59,7730925","0,0"
2030-01-01 08:00:00,"0,0","120,8075091324201","0,0","338,50729143915106","946,3095303324935","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","0,0","1309,8638592373977","0,0","0,0","0,0","0,0","24,8","40,38459","84,337435","60,1497","61,23447","0,0"
2030-01-01 09:00:00,"0,0","120,8075091324201","0,0","338,50729143915106","75,2310269155817","0,0","0,0","0,0","0,0","70,85975380940602","70,51264878638122","31,581918237161396","16,77218676722487","0,0","0,0","0,0","366,6666666666667","0,0","1449,3939234206596","0,0","0,0","0,0","0,0","24,8","236,29038","317,32155","243,41625","269,960075","0,0"
2030-01-01 10:00:00,"0,0","120,8075091324201","0,0","338,50729143915106","357,9925606748238","0,0","0,0","0,0","0,0","44,696772397057806","42,423794472872366","70,97557780713954","40,4242073145255","0,0","0,0","0,0","366,6666666666667","0,0","1565,9029815713234","0,0","0,0","0,0","0,0","24,8","188,24166","270,44289999999995","191,81699999999998","241,44037500000002","0,0"
2030-01-01 11:00:00,"0,0","120,8075091324201","0,0","338,50729143915106","451,8472346184473","0,0","0,0","0,0","0,0","140,09888300084455","118,6644144609355","111,56883615636727","68,93678406160784","0,0","0,0","0,0","366,6666666666667","0,0","1636,7239212031068","0,0","0,0","0,0","0,0","24,8","138,7276","158,056535","141,345","190,0305","0,0"
2030-01-01 12:00:00,"0,0","120,8075091324201","0,0","338,50729143915106","0,0","0,0","0,0","0,0","0,0","220,351973080617","251,67016314732064","105,58191169519782","62,93023316029092","0,0","0,0","0,0","366,6666666666667","0,0","1654,4395543990845","77,27428058924625","0,0","0,0","0,0","24,8","219,92892","281,7269","222,41024999999996","249,66535","0,0"
2030-01-01 13:00:00,"0,0","120,8075091324201","0,0","338,50729143915106","0,0","0,0","0,0","0,0","0,0","204,61664703842325","209,01868432120725","71,30274111057126","54,598877520630715","0,0","253,31897882816338","0,0","366,6666666666667","0,0","1574,1270296108555","145,04952545671796","0,0","0,0","0,0","24,8","299,36969999999997","399,03954999999996","303,687","313,4142","0,0"
2030-01-01 14:00:00,"0,0","120,8075091324201","0,0","338,50729143915106","0,0","0,0","0,0","0,0","0,0","347,95797291707214","319,9257066052969","40,36530998242571","57,16191907203032","0,0","236,25653052272293","0,0","366,6666666666667","0,0","1432,6503369590064","288,0","0,0","0,0","0,0","24,8","267,77919999999995","303,15285","228,7755","274,34027499999996","0,0"
2030-01-01 15:00:00,"0,0","120,8075091324201","0,0","338,50729143915106","0,0","0,0","0,0","0,0","0,0","56,92421234575189","54,327043499392175","12,71439412909169","26,534601951132938","0,0","489,57550935088614","0,0","366,6666666666667","210,06817922609832","1333,0013472532887","288,0","0,0","0,0","0,0","24,8","522,1309","584,9662000000001","449,433","496,16655000000003","0,0"
2030-01-01 16:00:00,"0,0","120,8075091324201","0,0","338,50729143915106","0,0","0,0","0,0","0,0","0,0","0,11730373370266552","0,09437641543132275","0,10992359012043816","0,06362855694036078","0,0","0,0","0,0","366,6666666666667","114,43261726767992","1315,3841739334193","0,0","0,0","0,0","0,0","24,8","307,7255","375,5297","288,207","340,521225","0,0"
2030-01-01 17:00:00,"0,0","120,8075091324201","0,0","338,50729143915106","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","366,6666666666667","28,43586305799859","1411,9192208469058","0,0","0,0","0,0","0,0","24,8","291,0057","418,83205000000004","299,655","313,4142","0,0"
2030-01-01 18:00:00,"208,24538329162533","120,8075091324201","0,0","338,50729143915106","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1552,5480438631962","0,0","0,0","0,0","0,0","24,8","188,24166","285,831","173,46375","212,65145","0,0"
2030-01-01 19:00:00,"418,63066583679193","120,8075091324201","0,0","338,50729143915106","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1658,679566408363","0,0","0,0","0,0","0,0","24,8","138,7276","285,831","141,345","190,0305","0,0"
2030-01-01 20:00:00,"262,0569995213657","120,8075091324201","0,0","338,50729143915106","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1565,7277200929366","0,0","0,0","0,0","0,0","24,8","217,94862","272,49494999999996","141,12675","187,9856","0,0"
2030-01-01 21:00:00,"489,57550935088614","120,8075091324201","0,0","338,50729143915106","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","99,58935862651435","0,0","0,0","0,0","0,0","1419,1271585489717","0,0","0,0","0,0","0,0","24,8","81,58426000000001","117,8996","64,57005","81,79357999999999","0,0"
2030-01-01 22:00:00,"0,0","120,8075091324201","0,0","338,50729143915106","570,3017835834547","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","105,64766283652952","0,0","0,0","0,0","0,0","1309,0762744915555","0,0","0,0","0,0","0,0","24,8","20,185119999999998","64,77471","23,665725000000002","40,386472499999996","0,0"
2030-01-01 23:00:00,"0,0","120,8075091324201","0,0","338,50729143915106","613,2577153807756","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1164,9421859523466","0,0","0,0","0,0","0,0","24,8","19,89484","22,078419999999998","10,9179","14,67851","0,0"
2030-01-02 00:00:00,"383,9632756625208","120,8075091324201","0,0","338,50729143915106","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","177,697696784953","0,0","0,0","0,0","0,0","1150,2273330190446","0,0","0,0","0,0","0,0","24,8","23,669709999999995","38,18997","19,34415","23,24773","0,0"
2030-01-02 01:00:00,"0,0","120,8075091324201","0,0","338,50729143915106","12,202540851695957","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","1095,231163923267","0,0","0,0","0,0","0,0","24,8","143,19701","199,774575","124,32600000000001","131,6162375","0,0"
2030-01-02 02:00:00,"0,0","120,8075091324201","0,0","338,50729143915106","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","489,57550935088614","0,0","366,6666666666667","0,0","1035,3031827899863","256,34459176403186","0,0","0,0","0,0","24,8","463,054","492,02335000000005","317,80125","390,89655","0,0"
2030-01-02 03:00:00,"0,0","120,8075091324201","0,0","338,50729143915106","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","489,57550935088614","0,0","366,6666666666667","4,961795681028434","1019,0054288729899","288,0","0,0","0,0","0,0","24,8","454,18569999999994","471,41639999999995","333,93375000000003","424,55875","0,0"
2030-01-02 04:00:00,"0,0","120,8075091324201","0,0","338,50729143915106","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","489,57550935088614","0,0","366,6666666666667","631,8753483934396","1023,5329761605786","288,0","0,0","0,0","0,0","24,8","645,2416000000001","641,0312999999999","479,00925","550,2535499999999","0,0"
