,"(('Batterie', 'None'), 'storage_content')","(('Batterie', 'Strom'), 'flow')","(('Strom', 'Batterie'), 'flow')"
2030-01-01 00:00:00,"1049,0645785371082","0,0","0,0"
2030-01-01 01:00:00,"1049,0645785371082","0,0","0,0"
2030-01-01 02:00:00,"1049,0645785371082","0,0","0,0"
2030-01-01 03:00:00,"1188,0441631360586","0,0","138,9795845989504"
2030-01-01 04:00:00,"1188,0441631360586","0,0","0,0"
2030-01-01 05:00:00,"1188,0441631360586","0,0","0,0"
2030-01-01 06:00:00,"1188,0441631360586","0,0","0,0"
2030-01-01 07:00:00,"605,2305083932206","524,5322892685541","0,0"
2030-01-01 08:00:00,"22,416853650382734","524,5322892685541","0,0"
2030-01-01 09:00:00,"281,05708987307617","0,0","258,64023622269343"
2030-01-01 10:00:00,"143,2893483679109","123,99096735464877","0,0"
2030-01-01 11:00:00,"0,0","128,9604135311198","0,0"
2030-01-01 12:00:00,"216,1408734088011","0,0","216,1408734088011"
2030-01-01 13:00:00,"740,6731626773552","0,0","524,5322892685541"
2030-01-01 14:00:00,"1265,2054519459093","0,0","524,5322892685541"
2030-01-01 15:00:00,"1789,7377412144635","0,0","524,5322892685541"
2030-01-01 16:00:00,"2098,1291570742164","0,0","308,3914158597529"
2030-01-01 17:00:00,"2098,1291570742164","0,0","0,0"
2030-01-01 18:00:00,"1957,811345750733","126,28603019113515","0,0"
2030-01-01 19:00:00,"1374,997691007895","524,5322892685541","0,0"
2030-01-01 20:00:00,"1165,6273094856758","188,43334336999715","0,0"
2030-01-01 21:00:00,"582,8136547428379","524,5322892685541","0,0"
2030-01-01 22:00:00,"0,0","524,5322892685541","0,0"
2030-01-01 23:00:00,"0,0","0,0","0,0"
2030-01-02 00:00:00,"0,0","0,0","0,0"
2030-01-02 01:00:00,"0,0","0,0","0,0"
2030-01-02 02:00:00,"524,5322892685541","0,0","524,5322892685541"
2030-01-02 03:00:00,"1049,0645785371082","0,0","524,5322892685541"
2030-01-02 04:00:00,"1573,5968678056624","0,0","524,5322892685541"
2030-01-02 05:00:00,"2098,1291570742164","0,0","524,532289268554"
2030-01-02 06:00:00,"2098,1291570742164","0,0","0,0"
2030-01-02 07:00:00,"2098,1291570742164","0,0","0,0"
2030-01-02 08:00:00,"1782,5447277547162","284,02598638755023","0,0"
2030-01-02 09:00:00,"1413,1166763642636","332,48524625140726","0,0"
2030-01-02 10:00:00,"1212,176456335247","180,8461980261151","0,0"
2030-01-02 11:00:00,"821,1189744337647","351,95173371133393","0,0"
2030-01-02 12:00:00,"821,1189744337647","0,0","0,0"
