,"(('Pumpspeicherkraftwerk', 'None'), 'storage_content')","(('Pumpspeicherkraftwerk', 'Strom'), 'flow')","(('Strom', 'Pumpspeicherkraftwerk'), 'flow')"
2030-01-01 00:00:00,"1152,0","0,0","0,0"
2030-01-01 01:00:00,"1152,0","0,0","0,0"
2030-01-01 02:00:00,"1152,0","0,0","0,0"
2030-01-01 03:00:00,"1152,0","0,0","0,0"
2030-01-01 04:00:00,"1152,0","0,0","0,0"
2030-01-01 05:00:00,"1152,0","0,0","0,0"
2030-01-01 06:00:00,"1152,0","0,0","0,0"
2030-01-01 07:00:00,"1152,0","0,0","0,0"
2030-01-01 08:00:00,"1152,0","0,0","0,0"
2030-01-01 09:00:00,"1288,0034604164837","0,0","136,00346041648373"
2030-01-01 10:00:00,"1288,0034604164837","0,0","0,0"
2030-01-01 11:00:00,"1288,0034604164837","0,0","0,0"
2030-01-01 12:00:00,"1397,3806186016952","0,0","109,37715818521161"
2030-01-01 13:00:00,"1685,3806186016952","0,0","288,0"
2030-01-01 14:00:00,"1973,3806186016952","0,0","288,0"
2030-01-01 15:00:00,"2261,3806186016955","0,0","288,0"
2030-01-01 16:00:00,"2261,3806186016955","0,0","0,0"
2030-01-01 17:00:00,"2261,3806186016955","0,0","0,0"
2030-01-01 18:00:00,"2139,9947426805466","97,10870073691927","0,0"
2030-01-01 19:00:00,"2139,9947426805466","0,0","0,0"
2030-01-01 20:00:00,"1978,5466994456697","129,15843458790147","0,0"
2030-01-01 21:00:00,"1916,8838801924403","49,330255402583475","0,0"
2030-01-01 22:00:00,"1682,1128486955163","187,8168251975393","0,0"
2030-01-01 23:00:00,"1682,1128486955163","0,0","0,0"
2030-01-02 00:00:00,"1659,657708960568","17,964111787958586","0,0"
2030-01-02 01:00:00,"1659,657708960568","0,0","0,0"
2030-01-02 02:00:00,"1728,0","0,0","68,34229103943198"
2030-01-02 03:00:00,"2016,0","0,0","288,0"
2030-01-02 04:00:00,"2304,0","0,0","288,0"
2030-01-02 05:00:00,"2304,0","0,0","0,0"
2030-01-02 06:00:00,"2304,0","0,0","0,0"
2030-01-02 07:00:00,"2304,0","0,0","0,0"
2030-01-02 08:00:00,"2304,0","0,0","0,0"
2030-01-02 09:00:00,"2304,0","0,0","0,0"
2030-01-02 10:00:00,"2304,0","0,0","0,0"
2030-01-02 11:00:00,"2304,0","0,0","0,0"
2030-01-02 12:00:00,"2304,0","0,0","0,0"
2030-01-02 13:00:00,"2304,0","0,0","0,0"
2030-01-02 14:00:00,"2304,0","0,0","0,0"
2030-01-02 15:00:00,"2304,0","0,0","0,0"
2030-01-02 16:00:00,"2257,246715103234","37,4026279174131","0,0"
2030-01-02 17:00:00,"2098,8208976128135","126,74065399233638","0,0"
2030-01-02 18:00:00,"1738,8208976128135","288,0","0,0"
2030-01-02 19:00:00,"1378,8208976128135","288,0","0,0"
2030-01-02 20:00:00,"1018,8208976128135","288,0","0,0"
2030-01-02 21:00:00,"658,8208976128135","288,0","0,0"
2030-01-02 22:00:00,"658,8208976128135","0,0","0,0"
2030-01-02 23:00:00,"658,8208976128135","0,0","0,0"
2030-01-03 00:00:00,"658,8208976128135","0,0","0,0"
2030-01-03 01:00:00,"658,8208976128135","0,0","0,0"
2030-01-03 02:00:00,"658,8208976128135","0,0","0,0"
2030-01-03 03:00:00,"658,8208976128135","0,0","0,0"
2030-01-03 04:00:00,"658,8208976128135","0,0","0,0"
2030-01-03 05:00:00,"658,8208976128135","0,0","0,0"
2030-01-03 06:00:00,"360,0","239,0567180902508","0,0"
2030-01-03 07:00:00,"0,0","288,0","0,0"
