,"(('Batterie', 'None'), 'storage_content')","(('Batterie', 'Strom'), 'flow')","(('Strom', 'Batterie'), 'flow')"
2030-01-01 00:00:00,"451,71585534279035","348,0557809878592","0,0"
2030-01-01 01:00:00,"451,71585534279035","0,0","0,0"
2030-01-01 02:00:00,"451,71585534279035","0,0","0,0"
2030-01-01 03:00:00,"451,71585534279035","0,0","0,0"
2030-01-01 04:00:00,"451,71585534279035","0,0","0,0"
2030-01-01 05:00:00,"451,71585534279035","0,0","0,0"
2030-01-01 06:00:00,"451,71585534279035","0,0","0,0"
2030-01-01 07:00:00,"451,71585534279035","0,0","0,0"
2030-01-01 08:00:00,"451,71585534279035","0,0","0,0"
2030-01-01 09:00:00,"558,8551156071618","0,0","107,13926026437144"
2030-01-01 10:00:00,"558,8551156071618","0,0","0,0"
2030-01-01 11:00:00,"558,8551156071618","0,0","0,0"
2030-01-01 12:00:00,"558,8551156071618","0,0","0,0"
2030-01-01 13:00:00,"872,2147969596886","0,0","313,35968135252676"
2030-01-01 14:00:00,"1257,6667513272841","0,0","385,45195436759565"
2030-01-01 15:00:00,"1676,8890017697122","0,0","419,22225044242805"
2030-01-01 16:00:00,"1676,8890017697122","0,0","0,0"
2030-01-01 17:00:00,"1676,8890017697122","0,0","0,0"
2030-01-01 18:00:00,"1676,8890017697122","0,0","0,0"
2030-01-01 19:00:00,"1380,2148319915295","267,0067528003644","0,0"
2030-01-01 20:00:00,"1380,2148319915295","0,0","0,0"
2030-01-01 21:00:00,"914,4123314999429","419,22225044242805","0,0"
2030-01-01 22:00:00,"465,8025004915867","403,7488479075205","0,0"
2030-01-01 23:00:00,"465,8025004915867","0,0","0,0"
2030-01-02 00:00:00,"0,0","419,22225044242805","0,0"
2030-01-02 01:00:00,"0,0","0,0","0,0"
2030-01-02 02:00:00,"419,22225044242805","0,0","419,22225044242805"
2030-01-02 03:00:00,"838,4445008848561","0,0","419,22225044242805"
2030-01-02 04:00:00,"1257,6667513272841","0,0","419,22225044242805"
2030-01-02 05:00:00,"1676,8890017697122","0,0","419,22225044242805"
2030-01-02 06:00:00,"1676,8890017697122","0,0","0,0"
2030-01-02 07:00:00,"1627,593255474078","44,36617166607079","0,0"
2030-01-02 08:00:00,"1600,7551764365487","24,15427113377632","0,0"
2030-01-02 09:00:00,"1521,216885624389","71,58446173094376","0,0"
2030-01-02 10:00:00,"1521,216885624389","0,0","0,0"
2030-01-02 11:00:00,"1442,8812254868287","70,50209412380423","0,0"
2030-01-02 12:00:00,"1676,8890017697122","0,0","234,0077762828834"
2030-01-02 13:00:00,"1676,8890017697122","0,0","0,0"
2030-01-02 14:00:00,"1676,8890017697122","0,0","0,0"
2030-01-02 15:00:00,"1676,8890017697122","0,0","0,0"
2030-01-02 16:00:00,"1676,8890017697122","0,0","0,0"
2030-01-02 17:00:00,"1676,8890017697122","0,0","0,0"
2030-01-02 18:00:00,"1211,0865012781255","419,22225044242805","0,0"
2030-01-02 19:00:00,"745,2840007865389","419,22225044242805","0,0"
2030-01-02 20:00:00,"279,4815002949521","419,22225044242805","0,0"
2030-01-02 21:00:00,"0,0","251,5333502654569","0,0"
2030-01-02 22:00:00,"0,0","0,0","0,0"
2030-01-02 23:00:00,"0,0","0,0","0,0"
2030-01-03 00:00:00,"0,0","0,0","0,0"
2030-01-03 01:00:00,"419,22225044242805","0,0","419,22225044242805"
2030-01-03 02:00:00,"838,4445008848561","0,0","419,22225044242805"
2030-01-03 03:00:00,"1257,6667513272841","0,0","419,22225044242805"
2030-01-03 04:00:00,"1397,4075014747602","0,0","139,7407501474761"
2030-01-03 05:00:00,"1397,4075014747602","0,0","0,0"
2030-01-03 06:00:00,"931,6050009831735","419,22225044242805","0,0"
2030-01-03 07:00:00,"465,8025004915867","419,22225044242805","0,0"
2030-01-03 08:00:00,"0,0","419,22225044242805","0,0"
2030-01-03 09:00:00,"0,0","0,0","0,0"
2030-01-03 10:00:00,"0,0","0,0","0,0"
2030-01-03 11:00:00,"419,22225044242805","0,0","419,22225044242805"
2030-01-03 12:00:00,"838,4445008848561","0,0","419,22225044242805"
2030-01-03 13:00:00,"931,6050009831735","0,0","93,16050009831736"
2030-01-03 14:00:00,"931,6050009831735","0,0","0,0"
2030-01-03 15:00:00,"465,8025004915867","419,22225044242805","0,0"
2030-01-03 16:00:00,"0,0","419,22225044242805","0,0"
2030-01-03 17:00:00,"67,76089160276666","0,0","67,76089160276666"
2030-01-03 18:00:00,"67,76089160276666","0,0","0,0"
2030-01-03 19:00:00,"0,0","60,98480244248999","0,0"
2030-01-03 20:00:00,"0,0","0,0","0,0"
2030-01-03 21:00:00,"0,0","0,0","0,0"
2030-01-03 22:00:00,"0,0","0,0","0,0"
2030-01-03 23:00:00,"0,0","0,0","0,0"
2030-01-04 00:00:00,"0,0","0,0","0,0"
2030-01-04 01:00:00,"0,0","0,0","0,0"
2030-01-04 02:00:00,"419,22225044242805","0,0","419,22225044242805"
2030-01-04 03:00:00,"838,4445008848561","0,0","419,22225044242805"
2030-01-04 04:00:00,"1257,6667513272841","0,0","419,22225044242805"
2030-01-04 05:00:00,"1676,8890017697122","0,0","419,22225044242805"
2030-01-04 06:00:00,"1676,8890017697122","0,0","0,0"
2030-01-04 07:00:00,"1676,8890017697122","0,0","0,0"
2030-01-04 08:00:00,"1676,8890017697122","0,0","0,0"
2030-01-04 09:00:00,"1676,8890017697122","0,0","0,0"
2030-01-04 10:00:00,"1676,8890017697122","0,0","0,0"
2030-01-04 11:00:00,"1676,8890017697122","0,0","0,0"
2030-01-04 12:00:00,"1676,8890017697122","0,0","0,0"
2030-01-04 13:00:00,"1676,8890017697122","0,0","0,0"
2030-01-04 14:00:00,"1676,8890017697122","0,0","0,0"
2030-01-04 15:00:00,"1211,0865012781255","419,22225044242805","0,0"
2030-01-04 16:00:00,"745,2840007865389","419,22225044242805","0,0"
2030-01-04 17:00:00,"279,4815002949521","419,22225044242805","0,0"
2030-01-04 18:00:00,"0,0","251,5333502654569","0,0"
2030-01-04 19:00:00,"0,0","0,0","0,0"
2030-01-04 20:00:00,"0,0","0,0","0,0"
2030-01-04 21:00:00,"0,0","0,0","0,0"
2030-01-04 22:00:00,"0,0","0,0","0,0"
2030-01-04 23:00:00,"0,0","0,0","0,0"
2030-01-05 00:00:00,"36,83303538403777","0,0","36,83303538403777"
2030-01-05 01:00:00,"456,0552858264658","0,0","419,22225044242805"
2030-01-05 02:00:00,"722,3578590805942","0,0","266,30257325412833"
2030-01-05 03:00:00,"419,22225044242805","272,8220477743494","0,0"
2030-01-05 04:00:00,"838,4445008848561","0,0","419,22225044242805"
2030-01-05 05:00:00,"1257,6667513272841","0,0","419,22225044242805"
2030-01-05 06:00:00,"1676,8890017697122","0,0","419,22225044242805"
2030-01-05 07:00:00,"1676,8890017697122","0,0","0,0"
2030-01-05 08:00:00,"1676,8890017697122","0,0","0,0"
2030-01-05 09:00:00,"1397,4075014747602","251,53335026545676","0,0"
2030-01-05 10:00:00,"1397,4075014747602","0,0","0,0"
2030-01-05 11:00:00,"1397,4075014747602","0,0","0,0"
2030-01-05 12:00:00,"1397,4075014747602","0,0","0,0"
2030-01-05 13:00:00,"1397,4075014747602","0,0","0,0"
2030-01-05 14:00:00,"1397,4075014747602","0,0","0,0"
2030-01-05 15:00:00,"931,6050009831735","419,22225044242805","0,0"
2030-01-05 16:00:00,"465,8025004915867","419,22225044242805","0,0"
2030-01-05 17:00:00,"465,8025004915867","0,0","0,0"
2030-01-05 18:00:00,"465,8025004915867","0,0","0,0"
2030-01-05 19:00:00,"0,0","419,22225044242805","0,0"
2030-01-05 20:00:00,"0,0","0,0","0,0"
2030-01-05 21:00:00,"0,0","0,0","0,0"
2030-01-05 22:00:00,"0,0","0,0","0,0"
2030-01-05 23:00:00,"0,0","0,0","0,0"
2030-01-06 00:00:00,"0,0","0,0","0,0"
2030-01-06 01:00:00,"0,0","0,0","0,0"
2030-01-06 02:00:00,"0,0","0,0","0,0"
2030-01-06 03:00:00,"0,0","0,0","0,0"
2030-01-06 04:00:00,"221,4647536812331","0,0","221,4647536812331"
2030-01-06 05:00:00,"221,4647536812331","0,0","0,0"
2030-01-06 06:00:00,"221,4647536812331","0,0","0,0"
2030-01-06 07:00:00,"221,4647536812331","0,0","0,0"
2030-01-06 08:00:00,"640,6870041236612","0,0","419,22225044242805"
2030-01-06 09:00:00,"419,22225044242805","199,31827831310983","0,0"
2030-01-06 10:00:00,"419,22225044242805","0,0","0,0"
2030-01-06 11:00:00,"838,4445008848561","0,0","419,22225044242805"
2030-01-06 12:00:00,"1257,6667513272841","0,0","419,22225044242805"
2030-01-06 13:00:00,"1676,8890017697122","0,0","419,22225044242805"
2030-01-06 14:00:00,"1676,8890017697122","0,0","0,0"
2030-01-06 15:00:00,"1676,8890017697122","0,0","0,0"
2030-01-06 16:00:00,"1676,8890017697122","0,0","0,0"
2030-01-06 17:00:00,"1211,0865012781255","419,22225044242805","0,0"
2030-01-06 18:00:00,"1211,0865012781255","0,0","0,0"
2030-01-06 19:00:00,"1211,0865012781255","0,0","0,0"
2030-01-06 20:00:00,"1211,0865012781255","0,0","0,0"
2030-01-06 21:00:00,"1211,0865012781255","0,0","0,0"
2030-01-06 22:00:00,"1257,6667513272841","0,0","46,58025004915862"
2030-01-06 23:00:00,"1676,8890017697122","0,0","419,22225044242805"
2030-01-07 00:00:00,"1676,8890017697122","0,0","0,0"
2030-01-07 01:00:00,"1676,8890017697122","0,0","0,0"
2030-01-07 02:00:00,"1676,8890017697122","0,0","0,0"
2030-01-07 03:00:00,"1676,8890017697122","0,0","0,0"
2030-01-07 04:00:00,"1676,8890017697122","0,0","0,0"
2030-01-07 05:00:00,"1676,8890017697122","0,0","0,0"
2030-01-07 06:00:00,"1676,8890017697122","0,0","0,0"
2030-01-07 07:00:00,"1676,8890017697122","0,0","0,0"
2030-01-07 08:00:00,"1676,8890017697122","0,0","0,0"
