,"(('Biogas', 'Fernwaerme'), 'flow')","(('Biomasse_Waerme', 'Fernwaerme'), 'flow')","(('Elektrodenheizkessel', 'Fernwaerme'), 'flow')","(('Fernwaerme', 'Last_Fernwaerme_ges'), 'flow')","(('Fernwaerme', 'Waermespeicher'), 'flow')","(('Fernwaerme', 'excess_b_fern'), 'flow')","(('GuD', 'Fernwaerme'), 'flow')","(('ST', 'Fernwaerme'), 'flow')","(('Waermepumpe_Abwaerme', 'Fernwaerme'), 'flow')","(('Waermepumpe_Fluss', 'Fernwaerme'), 'flow')","(('Waermespeicher', 'Fernwaerme'), 'flow')"
2030-01-01 00:00:00,"155,77810388127853","0,0","0,0","415,81860455523156","57,50301055919675","0,0","317,5435112331498","0,0","0,0","0,0","0,0"
2030-01-01 01:00:00,"155,77810388127853","0,0","0,0","426,9540860637046","46,367529050723704","0,0","317,5435112331498","0,0","0,0","0,0","0,0"
2030-01-01 02:00:00,"155,77810388127853","0,0","0,0","438,4010432731225","34,92057184130579","0,0","317,5435112331498","0,0","0,0","0,0","0,0"
2030-01-01 03:00:00,"155,77810388127853","0,0","0,0","446,721195505949","26,600419608479285","0,0","317,5435112331498","0,0","0,0","0,0","0,0"
2030-01-01 04:00:00,"155,77810388127853","0,0","0,0","506,1184373323067","0,0","0,0","317,5435112331498","0,0","0,0","0,0","32,7968222178784"
2030-01-01 05:00:00,"155,77810388127853","0,0","0,0","626,3305084872575","0,0","0,0","317,5435112331498","0,0","0,0","0,0","153,00889337282916"
2030-01-01 06:00:00,"155,77810388127853","0,0","0,0","720,2128628343304","0,0","0,0","317,5435112331498","0,0","0,0","0,0","246,89124771990208"
2030-01-01 07:00:00,"155,77810388127853","0,0","0,0","757,5455152064326","7004,896465669832","0,0","317,5435112331498","0,0","0,0","0,0","7289,120365761836"
2030-01-01 08:00:00,"155,77810388127853","0,0","0,0","749,3894162364079","7013,052564639856","0,0","317,5435112331498","0,0","0,0","0,0","7289,120365761836"
2030-01-01 09:00:00,"155,77810388127853","0,0","0,0","719,4156161642841","0,0","0,0","317,5435112331498","0,0","0,0","0,0","246,09400104985576"
2030-01-01 10:00:00,"155,77810388127853","0,0","0,0","716,2572821556018","0,0","0,0","317,5435112331498","0,0","0,0","0,0","242,93566704117353"
2030-01-01 11:00:00,"155,77810388127853","0,0","0,0","690,7945611032665","0,0","0,0","317,5435112331498","0,0","0,0","0,0","217,47294598883815"
2030-01-01 12:00:00,"155,77810388127853","0,0","0,0","667,5889945024443","0,0","0,0","317,5435112331498","0,0","0,0","0,0","194,26737938801597"
2030-01-01 13:00:00,"155,77810388127853","0,0","0,0","657,4442281362928","0,0","0,0","317,5435112331498","0,0","0,0","0,0","184,12261302186454"
2030-01-01 14:00:00,"155,77810388127853","0,0","0,0","638,3609451822203","0,0","0,0","317,5435112331498","0,0","0,0","0,0","165,03933006779204"
2030-01-01 15:00:00,"155,77810388127853","0,0","0,0","590,4278506422118","0,0","0,0","317,5435112331498","0,0","0,0","0,0","117,10623552778344"
2030-01-01 16:00:00,"155,77810388127853","0,0","0,0","612,3943595664546","0,0","0,0","317,5435112331498","0,0","0,0","0,0","139,07274445202626"
2030-01-01 17:00:00,"155,77810388127853","0,0","0,0","603,0491549363162","0,0","0,0","317,5435112331498","0,0","0,0","0,0","129,7275398218879"
2030-01-01 18:00:00,"155,77810388127853","0,0","0,0","574,8597590446657","0,0","0,0","317,5435112331498","0,0","0,0","0,0","101,53814393023737"
2030-01-01 19:00:00,"155,77810388127853","0,0","0,0","570,3144242201092","0,0","0,0","317,5435112331498","0,0","0,0","0,0","96,99280910568092"
